EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,ManagerTenureRatio,RolePromoGapDiff,CareerVelocity,CompRatioToRoleAvg,OverallSatisfaction,CareerStage,PromotionGapRiskScore,PromotionGapRiskLevel,RetentionOpportunityIndex,RetentionPriorityLevel,TrainingNeedIndicator,ManagerStabilityImpact,PrescriptiveAction,ClusterID,HierarchicalClusterID,PCA1,PCA2,PCA3,CareerCluster
PANW-1690,31,0,Travel_Rarely,616,Research & Development,12,3,Medical,4,Female,41,3,2,Healthcare Representative,4,Married,5855,17369,0,Yes,11,3,3,2,10,2,1,9,7,8,5,0.8,0.7,0.2,0.625,0.5,-1,0.182,0.78,3.0,Established Stage (7-12 yrs),67.4,High Risk,78.6,Immediate Action,Moderate Development Need,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,0,1.868,1.816,1.559,High-Risk Stagnation Profiles
PANW-1691,40,0,Travel_Frequently,1469,Research & Development,9,4,Medical,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Yes,14,3,4,1,3,2,3,1,1,0,0,0.0,0.5,1.0,0.0,0.0,1,0.25,1.12,3.25,Early Stage (0-2 yrs),23.1,Low Risk,63.1,Watchlist,Moderate Development Need,Recent Manager Transition,Regular Annual Review,1,4,-2.507,0.648,-0.516,Fast-Track Performers
PANW-1692,32,0,Travel_Rarely,498,Research & Development,3,4,Medical,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,No,12,3,3,1,8,2,4,8,7,6,3,0.667,0.778,0.222,0.375,0.333,1,0.222,0.92,2.75,Established Stage (7-12 yrs),73.6,High Risk,80.8,Immediate Action,Moderate Development Need,Moderate Manager Continuity,Promotion & Compensation Review,3,0,1.148,1.955,1.011,High-Risk Stagnation Profiles
PANW-1693,36,1,Travel_Rarely,530,Sales,3,1,Life Sciences,3,Male,51,2,3,Sales Executive,4,Married,10325,5518,1,Yes,11,3,1,1,16,6,3,16,7,3,7,0.176,0.412,0.353,0.875,0.412,4,0.176,1.49,2.75,Veteran Stage (13+ yrs),42.7,Medium Risk,41.2,Already Attrited,Sufficiently Trained,Stable Leadership Continuity,Exit Analysis & Knowledge Transfer,3,1,1.798,-0.878,-0.025,High-Risk Stagnation Profiles
PANW-1694,33,0,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,No,14,3,1,0,6,3,3,5,0,1,4,0.167,0.0,0.5,4.0,0.667,-1,0.286,0.92,2.5,Growth Stage (3-6 yrs),3.5,Low Risk,52.5,Watchlist,Sufficiently Trained,Stable Leadership Continuity,Regular Annual Review,4,4,-1.123,-2.206,0.565,Promotion-Stalled Employees
PANW-1695,37,1,Travel_Rarely,625,Sales,1,4,Life Sciences,1,Male,46,2,3,Sales Executive,3,Married,10609,14922,5,No,11,3,3,0,17,2,1,14,1,11,7,0.733,0.067,0.133,3.5,0.467,-10,0.167,1.53,2.0,Veteran Stage (13+ yrs),43.6,Medium Risk,41.5,Already Attrited,Moderate Development Need,Prolonged Stagnant Manager Dyad,Exit Analysis & Knowledge Transfer,2,0,2.44,-1.688,2.946,Stable Long-Term Contributors
PANW-1696,45,0,Non-Travel,805,Research & Development,4,2,Life Sciences,3,Male,57,3,2,Laboratory Technician,2,Married,4447,23163,1,No,12,3,2,0,9,5,2,9,7,0,8,0.0,0.7,0.5,1.0,0.8,7,0.2,1.37,2.25,Established Stage (7-12 yrs),46.9,Medium Risk,71.4,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,0.612,0.084,-1.317,High-Risk Stagnation Profiles
PANW-1697,29,0,Travel_Frequently,1404,Sales,20,3,Technical Degree,3,Female,84,3,1,Sales Representative,4,Married,2157,18203,1,No,15,3,2,1,3,5,3,3,1,0,2,0.0,0.25,1.25,1.0,0.5,1,0.25,0.82,3.0,Growth Stage (3-6 yrs),9.4,Low Risk,58.3,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-2.365,-0.343,-0.186,Fast-Track Performers
PANW-1698,35,0,Travel_Rarely,1219,Sales,18,3,Medical,3,Female,86,3,2,Sales Executive,3,Married,4601,6179,1,No,16,3,2,0,5,3,3,5,2,1,0,0.167,0.333,0.5,0.0,0.0,1,0.333,0.66,2.75,Growth Stage (3-6 yrs),21.8,Low Risk,62.6,Watchlist,Sufficiently Trained,Recent Manager Transition,Regular Annual Review,1,4,-1.678,0.241,0.277,Fast-Track Performers
PANW-1699,52,0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,4,Male,70,3,4,Manager,4,Married,17099,13829,2,No,15,3,2,1,26,2,2,9,8,7,8,0.7,0.8,0.2,0.889,0.8,1,0.148,1.0,3.0,Established Stage (7-12 yrs),69.5,High Risk,79.3,Immediate Action,Moderate Development Need,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,2,0,3.452,0.297,1.144,Stable Long-Term Contributors
PANW-1700,58,1,Travel_Rarely,289,Research & Development,2,3,Technical Degree,4,Male,51,3,1,Research Scientist,3,Single,2479,26227,4,No,24,4,1,0,7,4,3,1,0,0,0,0.0,0.0,2.0,0.0,0.0,0,0.125,0.77,2.75,Early Stage (0-2 yrs),3.8,Low Risk,37.6,Already Attrited,Sufficiently Trained,Recent Manager Transition,Exit Analysis & Knowledge Transfer,0,2,-3.096,-0.691,-0.055,Early-Career Explorers
PANW-1701,53,0,Travel_Rarely,1376,Sales,2,2,Medical,3,Male,45,3,4,Manager,3,Divorced,14852,13938,6,No,13,3,3,1,22,3,4,17,13,15,2,0.833,0.722,0.167,0.143,0.111,-2,0.174,0.86,3.25,Veteran Stage (13+ yrs),81.8,High Risk,83.6,Immediate Action,Sufficiently Trained,Moderate Manager Continuity,Promotion & Compensation Review,2,0,4.437,1.432,2.849,Stable Long-Term Contributors
PANW-1702,30,0,Travel_Rarely,231,Sales,8,2,Other,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,5,No,11,3,1,1,10,2,4,8,4,7,7,0.778,0.444,0.222,1.4,0.778,-3,0.273,1.05,2.75,Established Stage (7-12 yrs),51.8,Medium Risk,73.1,Immediate Action,Moderate Development Need,Prolonged Stagnant Manager Dyad,Manager Mentorship & Skip-Level Check-in,3,0,1.52,0.416,2.158,High-Risk Stagnation Profiles
PANW-1703,38,0,Non-Travel,152,Sales,10,3,Technical Degree,3,Female,85,3,2,Sales Executive,4,Single,5666,19899,1,Yes,13,3,2,0,6,1,3,5,3,1,3,0.167,0.5,0.167,0.75,0.5,2,0.286,0.82,3.0,Growth Stage (3-6 yrs),25.4,Low Risk,63.9,Watchlist,Moderate Development Need,Moderate Manager Continuity,Upskilling & Training Program,1,4,-0.734,0.251,-0.238,Fast-Track Performers
PANW-1704,35,0,Travel_Rarely,882,Sales,3,4,Life Sciences,4,Male,92,3,3,Sales Executive,4,Divorced,7823,6812,6,No,13,3,2,1,12,2,3,10,9,0,8,0.0,0.818,0.182,0.8,0.727,9,0.231,1.13,3.25,Established Stage (7-12 yrs),45.4,Medium Risk,70.9,Immediate Action,Moderate Development Need,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,1.412,0.073,-1.442,High-Risk Stagnation Profiles
PANW-1705,39,0,Travel_Rarely,903,Sales,2,5,Life Sciences,1,Male,41,4,3,Sales Executive,3,Single,7880,2560,0,No,18,3,4,0,9,3,3,8,7,0,7,0.0,0.778,0.333,0.875,0.778,7,0.3,1.14,2.75,Established Stage (7-12 yrs),45.1,Medium Risk,74.5,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,0.592,0.104,-1.162,High-Risk Stagnation Profiles
PANW-1706,40,1,Non-Travel,1479,Sales,24,3,Life Sciences,2,Female,100,4,4,Sales Executive,2,Single,13194,17071,4,Yes,16,3,4,0,22,2,2,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0.174,1.91,2.5,Early Stage (0-2 yrs),7.5,Low Risk,36.4,Already Attrited,Moderate Development Need,Recent Manager Transition,Exit Analysis & Knowledge Transfer,1,2,-1.352,-2.356,0.381,Fast-Track Performers
PANW-1707,47,0,Travel_Frequently,1379,Research & Development,16,4,Medical,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1,Yes,19,3,3,0,20,3,4,19,10,2,7,0.1,0.5,0.15,0.636,0.35,8,0.095,0.69,3.25,Veteran Stage (13+ yrs),48.2,Medium Risk,75.6,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Regular Annual Review,3,1,2.325,-0.439,-1.258,High-Risk Stagnation Profiles
PANW-1708,36,0,Non-Travel,1229,Sales,8,4,Technical Degree,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,No,13,3,4,2,12,3,3,7,7,0,7,0.0,0.875,0.375,0.875,0.875,7,0.154,0.73,3.0,Established Stage (7-12 yrs),43.8,Medium Risk,70.3,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,0.771,0.42,-1.702,High-Risk Stagnation Profiles
PANW-1709,31,1,Non-Travel,335,Research & Development,9,2,Medical,3,Male,46,2,1,Research Scientist,1,Single,2321,10322,0,Yes,22,4,1,0,4,0,3,3,2,1,2,0.25,0.5,0.0,0.667,0.5,1,0.2,0.72,2.0,Growth Stage (3-6 yrs),33.5,Medium Risk,44.2,Already Attrited,Moderate Development Need,Moderate Manager Continuity,Exit Analysis & Knowledge Transfer,1,4,-1.164,0.929,-0.742,Fast-Track Performers
PANW-1710,33,0,Non-Travel,722,Sales,17,3,Life Sciences,4,Male,38,3,4,Manager,3,Single,17444,20489,1,No,11,3,4,0,10,2,3,10,8,6,0,0.545,0.727,0.182,0.0,0.0,2,0.364,1.02,3.5,Established Stage (7-12 yrs),67.9,High Risk,78.8,Immediate Action,Moderate Development Need,Recent Manager Transition,Promotion & Compensation Review,3,0,1.218,1.154,1.609,High-Risk Stagnation Profiles
PANW-1711,29,1,Travel_Rarely,906,Research & Development,10,3,Life Sciences,4,Female,92,2,1,Research Scientist,1,Single,2404,11479,6,Yes,20,4,3,0,3,5,3,0,0,0,0,0.0,0.0,5.0,0.0,0.0,0,0.25,0.74,2.75,Early Stage (0-2 yrs),11.2,Low Risk,36.4,Already Attrited,Sufficiently Trained,Recent Manager Transition,Exit Analysis & Knowledge Transfer,0,2,-4.823,-0.891,1.813,Early-Career Explorers
PANW-1712,33,0,Travel_Rarely,461,Research & Development,13,1,Life Sciences,2,Female,53,3,1,Research Scientist,4,Single,3452,17241,3,No,18,3,1,0,5,4,3,3,2,0,2,0.0,0.5,1.0,0.667,0.5,2,0.167,1.07,2.5,Growth Stage (3-6 yrs),18.8,Low Risk,61.6,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.752,0.284,-0.945,Fast-Track Performers
PANW-1713,45,0,Travel_Rarely,974,Research & Development,1,4,Medical,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,No,14,3,4,2,8,2,3,5,3,0,2,0.0,0.5,0.333,0.5,0.333,3,0.111,0.7,3.75,Growth Stage (3-6 yrs),21.9,Low Risk,62.7,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-1.001,0.25,-1.344,Fast-Track Performers
PANW-1714,50,0,Travel_Rarely,1126,Research & Development,1,2,Medical,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,No,22,4,3,1,32,1,2,5,4,1,3,0.167,0.667,0.167,0.6,0.5,3,0.121,1.09,3.25,Growth Stage (3-6 yrs),32.7,Medium Risk,72.7,Immediate Action,Moderate Development Need,Moderate Manager Continuity,Lateral Role Rotation / New Project,3,1,1.364,-1.202,-0.763,High-Risk Stagnation Profiles
PANW-1715,33,0,Travel_Frequently,827,Research & Development,1,4,Other,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Yes,13,3,1,1,6,2,3,6,5,1,2,0.143,0.714,0.286,0.333,0.286,4,0.286,0.73,2.25,Growth Stage (3-6 yrs),44.5,Medium Risk,74.3,Immediate Action,Moderate Development Need,Moderate Manager Continuity,Lateral Role Rotation / New Project,1,4,-0.5,0.903,-0.532,Fast-Track Performers
PANW-1716,41,0,Travel_Frequently,840,Research & Development,9,3,Medical,1,Male,64,3,5,Research Director,3,Divorced,19419,3735,2,No,17,3,2,1,21,2,4,18,16,0,11,0.0,0.842,0.105,0.647,0.579,16,0.227,1.21,2.5,Veteran Stage (13+ yrs),49.8,Medium Risk,72.4,Immediate Action,Moderate Development Need,Stable Leadership Continuity,Lateral Role Rotation / New Project,2,1,3.899,-0.72,-1.612,Stable Long-Term Contributors
PANW-1717,27,0,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,9,No,14,3,2,1,4,2,3,2,2,2,2,0.667,0.667,0.667,0.667,0.667,0,0.2,0.87,2.5,Early Stage (0-2 yrs),37.4,Medium Risk,68.1,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-0.925,1.767,0.63,Fast-Track Performers
PANW-1718,45,0,Non-Travel,248,Research & Development,23,2,Life Sciences,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Yes,15,3,3,1,9,2,3,9,8,0,8,0.0,0.8,0.2,0.889,0.8,8,0.2,1.12,2.75,Established Stage (7-12 yrs),56.2,High Risk,74.7,Immediate Action,Moderate Development Need,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,0.903,0.458,-1.692,High-Risk Stagnation Profiles
PANW-1719,47,0,Travel_Rarely,955,Sales,4,2,Life Sciences,4,Female,83,3,2,Sales Executive,4,Single,4163,8571,1,Yes,17,3,3,0,9,0,3,9,0,0,7,0.0,0.0,0.0,7.0,0.7,0,0.2,0.6,3.5,Established Stage (7-12 yrs),0.0,Low Risk,55.0,Watchlist,Moderate Development Need,Stable Leadership Continuity,Upskilling & Training Program,4,3,0.082,-3.856,-0.563,Promotion-Stalled Employees
PANW-1720,30,1,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,Female,48,3,1,Research Scientist,3,Married,2132,11539,4,Yes,11,3,2,0,7,2,3,5,2,0,1,0.0,0.333,0.333,0.333,0.167,2,0.125,0.66,2.25,Growth Stage (3-6 yrs),18.3,Low Risk,36.4,Already Attrited,Moderate Development Need,Recent Manager Transition,Exit Analysis & Knowledge Transfer,1,4,-1.43,-0.039,-0.972,Fast-Track Performers
PANW-1721,50,0,Travel_Rarely,939,Research & Development,24,3,Life Sciences,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Yes,18,3,4,1,22,2,3,12,11,1,5,0.077,0.846,0.154,0.417,0.385,10,0.174,1.92,3.5,Established Stage (7-12 yrs),53.4,Medium Risk,73.7,Immediate Action,Moderate Development Need,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,2.342,-0.224,-1.267,High-Risk Stagnation Profiles
PANW-1722,38,0,Travel_Frequently,1391,Research & Development,10,1,Medical,3,Male,66,3,1,Research Scientist,3,Married,2684,12127,0,No,17,3,2,1,3,0,2,2,1,0,2,0.0,0.333,0.0,1.0,0.667,1,0.25,0.83,2.5,Early Stage (0-2 yrs),15.2,Low Risk,60.3,Watchlist,Moderate Development Need,Moderate Manager Continuity,Upskilling & Training Program,1,4,-1.839,0.043,-0.923,Fast-Track Performers
PANW-1723,46,0,Travel_Rarely,566,Research & Development,7,2,Medical,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,No,13,3,2,1,13,3,3,8,7,0,7,0.0,0.778,0.333,0.875,0.778,7,0.214,1.49,3.0,Established Stage (7-12 yrs),45.1,Medium Risk,70.8,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,0.948,-0.163,-1.267,High-Risk Stagnation Profiles
PANW-1724,24,0,Travel_Rarely,1206,Research & Development,17,1,Medical,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,No,15,3,2,2,5,6,3,4,2,3,2,0.6,0.4,1.2,0.667,0.4,-1,0.333,0.6,3.0,Growth Stage (3-6 yrs),30.5,Medium Risk,61.9,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.161,0.725,1.738,Fast-Track Performers
PANW-1725,35,1,Travel_Rarely,622,Research & Development,14,4,Other,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Yes,24,4,4,1,5,2,1,4,2,0,2,0.0,0.4,0.4,0.667,0.4,2,0.167,1.16,2.5,Growth Stage (3-6 yrs),23.8,Low Risk,40.8,Already Attrited,Moderate Development Need,Moderate Manager Continuity,Exit Analysis & Knowledge Transfer,1,4,-1.543,0.199,-1.271,Fast-Track Performers
PANW-1726,31,0,Travel_Frequently,853,Research & Development,1,1,Life Sciences,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,No,12,3,3,1,4,1,3,4,3,0,3,0.0,0.6,0.2,0.75,0.6,3,0.4,0.57,2.5,Growth Stage (3-6 yrs),35.6,Medium Risk,67.5,Watchlist,Moderate Development Need,Moderate Manager Continuity,Upskilling & Training Program,1,4,-1.254,0.305,-0.495,Fast-Track Performers
PANW-1727,18,0,Non-Travel,287,Research & Development,5,2,Life Sciences,2,Male,73,3,1,Research Scientist,4,Single,1051,13493,1,No,15,3,4,0,0,2,3,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0,1.0,0.32,3.25,Early Stage (0-2 yrs),0.0,Low Risk,55.0,Watchlist,Moderate Development Need,Recent Manager Transition,Regular Annual Review,0,2,-5.095,-0.139,2.726,Early-Career Explorers
PANW-1728,54,0,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,3,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,No,11,3,3,1,22,2,3,10,7,0,8,0.0,0.636,0.182,1.0,0.727,7,0.13,1.47,3.0,Established Stage (7-12 yrs),41.5,Medium Risk,69.5,Watchlist,Moderate Development Need,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,1.693,-1.026,-1.357,High-Risk Stagnation Profiles
PANW-1729,35,0,Travel_Rarely,583,Research & Development,25,4,Medical,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,Yes,11,3,3,1,16,3,2,16,10,10,1,0.588,0.588,0.176,0.091,0.059,0,0.176,1.38,2.75,Veteran Stage (13+ yrs),78.4,High Risk,82.4,Immediate Action,Sufficiently Trained,Recent Manager Transition,Promotion & Compensation Review,2,0,2.632,1.047,1.706,Stable Long-Term Contributors
PANW-1730,30,0,Travel_Rarely,153,Research & Development,8,2,Life Sciences,2,Female,73,4,3,Research Director,1,Married,11416,17802,0,Yes,12,3,3,3,9,4,2,8,7,1,7,0.111,0.778,0.444,0.875,0.778,6,0.3,0.71,2.0,Established Stage (7-12 yrs),56.1,High Risk,78.4,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,0.756,0.242,-0.557,High-Risk Stagnation Profiles
PANW-1731,20,1,Travel_Rarely,1097,Research & Development,11,3,Medical,4,Female,98,2,1,Research Scientist,1,Single,2600,18275,1,Yes,15,3,1,0,1,2,3,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0.5,0.8,2.25,Early Stage (0-2 yrs),11.2,Low Risk,30.2,Already Attrited,Moderate Development Need,Recent Manager Transition,Exit Analysis & Knowledge Transfer,0,2,-3.604,-0.228,0.792,Early-Career Explorers
PANW-1732,30,1,Travel_Frequently,109,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,0,No,17,3,1,0,4,3,3,3,2,1,2,0.25,0.5,0.75,0.667,0.5,1,0.2,0.75,2.0,Growth Stage (3-6 yrs),29.8,Low Risk,40.4,Already Attrited,Sufficiently Trained,Moderate Manager Continuity,Exit Analysis & Knowledge Transfer,1,4,-1.459,0.777,-0.257,Fast-Track Performers
PANW-1733,26,0,Travel_Rarely,1066,Research & Development,2,2,Medical,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,No,12,3,2,0,8,2,3,8,7,1,3,0.111,0.778,0.222,0.375,0.333,6,0.222,0.75,3.25,Established Stage (7-12 yrs),44.8,Medium Risk,74.4,Immediate Action,Moderate Development Need,Moderate Manager Continuity,Lateral Role Rotation / New Project,1,1,0.223,0.905,-0.96,Fast-Track Performers
PANW-1734,22,0,Travel_Rarely,217,Research & Development,8,1,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,No,15,3,1,1,4,3,2,4,3,1,1,0.2,0.6,0.6,0.25,0.2,2,0.2,0.76,1.5,Growth Stage (3-6 yrs),39.1,Medium Risk,61.2,Watchlist,Sufficiently Trained,Recent Manager Transition,Regular Annual Review,1,4,-1.324,1.119,-0.509,Fast-Track Performers
PANW-1735,48,0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,No,13,3,4,0,19,0,3,2,2,2,2,0.667,0.667,0.0,0.667,0.667,0,0.1,0.56,2.75,Early Stage (0-2 yrs),33.7,Medium Risk,63.0,Watchlist,Moderate Development Need,Moderate Manager Continuity,Upskilling & Training Program,1,1,0.435,0.754,0.271,Fast-Track Performers
PANW-1736,48,0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,No,14,3,2,0,27,3,3,15,11,4,8,0.25,0.688,0.188,0.667,0.5,7,0.107,1.46,2.75,Veteran Stage (13+ yrs),60.0,High Risk,72.2,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,2,1,3.283,-0.338,-0.531,Stable Long-Term Contributors
PANW-1737,41,0,Travel_Rarely,549,Research & Development,7,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,No,14,3,2,0,8,6,3,2,2,2,1,0.667,0.667,2.0,0.333,0.333,0,0.222,0.69,3.0,Early Stage (0-2 yrs),33.7,Medium Risk,66.8,Watchlist,Sufficiently Trained,Recent Manager Transition,Regular Annual Review,1,4,-1.261,1.198,1.525,Fast-Track Performers
PANW-1738,39,0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,No,16,3,3,1,21,3,3,21,6,11,8,0.5,0.273,0.136,1.143,0.364,-5,0.182,1.75,3.5,Veteran Stage (13+ yrs),60.6,High Risk,72.5,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,2,0,3.617,-1.102,2.089,Stable Long-Term Contributors
PANW-1739,27,0,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,No,18,3,2,1,4,2,3,3,2,2,2,0.5,0.5,0.5,0.667,0.5,0,0.4,0.58,2.5,Growth Stage (3-6 yrs),25.8,Low Risk,64.0,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-1.205,0.952,1.036,Fast-Track Performers
PANW-1740,35,0,Travel_Rarely,802,Research & Development,10,3,Other,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,No,20,4,1,1,3,4,2,3,2,1,2,0.25,0.5,1.0,0.667,0.5,1,0.25,1.21,2.25,Growth Stage (3-6 yrs),22.2,Low Risk,69.0,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.717,0.834,-0.076,Fast-Track Performers
PANW-1741,42,0,Travel_Rarely,265,Sales,5,2,Marketing,4,Male,90,3,5,Manager,3,Married,18303,7770,6,No,13,3,2,0,21,3,4,1,0,0,0,0.0,0.0,1.5,0.0,0.0,0,0.227,1.07,3.25,Early Stage (0-2 yrs),3.8,Low Risk,56.3,Watchlist,Sufficiently Trained,Recent Manager Transition,Regular Annual Review,0,2,-1.445,-2.729,1.011,Early-Career Explorers
PANW-1742,50,0,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,No,18,3,2,0,8,5,3,1,0,0,0,0.0,0.0,2.5,0.0,0.0,0,0.111,0.74,2.5,Early Stage (0-2 yrs),0.0,Low Risk,55.0,Watchlist,Sufficiently Trained,Recent Manager Transition,Regular Annual Review,0,2,-3.212,-0.871,0.303,Early-Career Explorers
PANW-1743,59,0,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Yes,13,3,1,0,30,4,3,5,3,4,3,0.667,0.5,0.667,0.75,0.5,-1,0.129,1.88,2.75,Growth Stage (3-6 yrs),35.9,Medium Risk,63.8,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,3,1,1.541,-0.841,1.49,High-Risk Stagnation Profiles
PANW-1744,37,1,Travel_Rarely,1141,Research & Development,11,2,Medical,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,5,No,15,3,1,0,15,2,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0.125,0.63,1.25,Early Stage (0-2 yrs),7.5,Low Risk,25.1,Already Attrited,Moderate Development Need,Recent Manager Transition,Exit Analysis & Knowledge Transfer,1,2,-2.046,-1.362,-0.091,Fast-Track Performers
PANW-1745,55,0,Travel_Frequently,135,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Yes,14,3,4,2,17,3,3,8,7,6,7,0.667,0.778,0.333,0.875,0.778,1,0.111,0.85,3.0,Established Stage (7-12 yrs),69.8,High Risk,79.4,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,0,2.169,1.22,0.621,High-Risk Stagnation Profiles
PANW-1746,41,0,Non-Travel,247,Research & Development,7,1,Life Sciences,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,No,22,4,2,2,21,3,3,21,16,5,10,0.227,0.727,0.136,0.588,0.455,11,0.227,1.25,2.5,Veteran Stage (13+ yrs),64.4,High Risk,76.3,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,2,1,4.53,-0.365,-0.29,Stable Long-Term Contributors
PANW-1747,38,0,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,0,0.0,0.0,0.5,0.0,0.0,0,0.1,0.99,3.0,Early Stage (0-2 yrs),0.0,Low Risk,55.0,Watchlist,Moderate Development Need,Recent Manager Transition,Upskilling & Training Program,1,2,-1.604,-1.522,-0.305,Fast-Track Performers
PANW-1748,26,1,Non-Travel,265,Sales,29,2,Medical,2,Male,79,1,2,Sales Executive,1,Single,4969,21813,8,No,18,3,4,0,7,6,3,2,2,2,2,0.667,0.667,2.0,0.667,0.667,0,0.25,0.72,2.5,Early Stage (0-2 yrs),41.2,Medium Risk,36.9,Already Attrited,Sufficiently Trained,Moderate Manager Continuity,Exit Analysis & Knowledge Transfer,1,4,-1.228,1.148,1.473,Fast-Track Performers
